Crop,Soil,Rainfall,Temperature,Fertilizer,Area,Yield
Tomatoes,Chalky,582.87,14.54,179.75,1.0,2.15
Flax,Clay,1031.83,33.83,80.26,5.04,1.48
Peanuts,Silty,714.18,17.55,264.46,6.71,3.5
Pumpkin,Peaty,602.5,20.21,261.74,0.53,2.96
Soybeans,Peaty,722.55,33.34,243.01,0.96,0.82
Beans,Sandy,1127.69,28.35,112.73,1.31,2.06
Spinach,Clay,687.93,22.43,56.56,1.74,3.8
Blueberries,Chalky,346.53,15.77,194.71,2.26,2.25
Maize,Clay,494.13,12.75,102.79,6.06,1.01
Onions,Chalky,1435.78,31.66,98.07,6.39,1.42
Pineapple,Silty,539.32,24.86,282.55,0.61,3.81
Maize,Loamy,809.8,13.22,266.39,7.13,4.91
Bananas,Loamy,853.78,11.03,281.43,5.91,4.03
Broccoli,Chalky,1448.58,13.5,198.97,6.03,4.01
Mangoes,Chalky,1459.35,28.13,269.21,7.9,2.7
Garlic,Sandy,764.91,19.8,193.33,9.52,2.45
Tomatoes,Peaty,820.39,13.44,173.26,6.69,1.03
Quinoa,Clay,1239.49,29.35,110.53,4.26,3.22
Cocoa,Peaty,499.23,10.14,253.48,0.53,3.96
Hemp,Sandy,892.08,19.76,59.68,6.63,0.8
Cotton,Loamy,505.32,20.59,187.87,1.76,4.21
Chickpeas,Loamy,845.35,15.61,137.91,0.58,4.36
Oats,Chalky,1335.08,15.14,222.52,5.33,3.1
Quinoa,Peaty,549.65,24.07,222.27,1.9,4.2
Sugarcane,Chalky,1414.47,22.7,204.25,6.83,3.44
Lentils,Clay,1133.36,22.21,221.07,6.5,2.96
Lentils,Peaty,1089.79,29.91,266.71,5.01,2.68
Broccoli,Clay,596.97,23.29,127.34,8.33,1.27
Peanuts,Chalky,901.35,23.06,208.62,5.05,0.76
Lettuce,Chalky,1227.76,29.24,51.35,3.46,4.88
Onions,Loamy,310.95,14.69,278.52,8.44,3.41
Maize,Sandy,1021.79,11.7,251.92,6.82,1.32
Rice,Loamy,1121.95,18.02,84.08,3.09,2.01
Broccoli,Loamy,444.85,14.15,292.13,3.5,3.29
Peanuts,Sandy,495.06,26.45,255.3,2.71,2.82
Onions,Silty,465.14,22.16,122.42,9.67,4.1
Strawberries,Loamy,1287.46,19.92,273.68,7.31,4.3
Oranges,Sandy,728.83,24.5,86.5,6.91,3.19
Sugarcane,Sandy,1210.36,26.96,50.65,4.07,4.76
Peas,Clay,1049.24,12.42,250.48,9.82,3.17
Barley,Loamy,1288.83,16.86,115.05,2.77,1.88
Peanuts,Chalky,385.59,21.81,88.98,3.27,1.64
Millet,Chalky,585.88,33.32,84.09,2.27,4.05
Chickpeas,Peaty,1274.77,21.44,97.88,5.2,4.61
Broccoli,Silty,465.28,29.32,233.36,4.53,3.99
Coffee,Silty,688.46,24.45,129.5,9.62,2.55
Greengrams,Clay,744.42,13.02,171.03,6.65,2.57
Lentils,Chalky,830.21,14.96,255.98,3.5,0.94
Pears,Sandy,1215.0,33.76,269.49,7.78,5.0
Cotton,Loamy,884.46,25.44,112.64,2.89,3.2
Spinach,Loamy,734.4,15.6,228.02,1.43,0.83
Cocoa,Peaty,658.2,16.44,249.88,9.36,3.4
Amaranth,Sandy,796.87,26.47,111.38,8.87,4.28
Tobacco,Peaty,1119.7,24.35,212.17,9.8,1.14
Lentils,Chalky,451.44,18.84,165.87,4.52,2.35
Lettuce,Chalky,1282.95,28.22,98.93,5.23,1.21
Amaranth,Peaty,238.69,27.85,290.97,8.85,0.59
Quinoa,Chalky,925.84,14.84,267.24,6.57,1.05
Pineapple,Sandy,1282.69,22.43,112.61,4.33,2.59
Zucchini,Loamy,1200.73,29.25,212.18,8.19,2.56
Oranges,Peaty,1064.8,15.44,280.31,6.85,1.74
Cabbage,Sandy,1484.52,31.37,116.58,0.59,4.28
Pumpkin,Clay,818.68,12.54,259.86,2.26,2.1
Tomatoes,Silty,941.65,15.01,153.76,2.48,2.42
Quinoa,Chalky,713.33,22.2,225.62,1.31,2.83
Sorghum,Clay,533.99,34.07,266.59,7.03,2.24
Lentils,Chalky,278.45,30.26,79.57,0.57,2.75
Cauliflower,Clay,711.84,23.01,173.77,1.56,1.46
Garlic,Peaty,580.35,26.99,180.44,4.05,4.68
Alfalfa,Chalky,604.43,13.07,204.36,5.43,2.62
Cauliflower,Chalky,371.39,23.44,151.97,8.1,1.81
Cauliflower,Sandy,1428.34,30.23,167.79,2.28,3.41
Cassava,Silty,684.34,13.9,299.72,4.72,3.87
Cauliflower,Silty,670.74,29.01,54.1,4.68,3.88
Tobacco,Silty,990.81,23.25,265.42,9.32,4.51
Cabbage,Sandy,1098.4,14.47,218.62,4.07,2.38
Tobacco,Clay,1362.04,30.1,290.04,3.98,2.69
Potatoes,Peaty,1123.91,21.66,121.91,3.97,1.14
Avocados,Sandy,1350.5,13.3,274.02,0.72,4.92
Barley,Peaty,595.15,32.55,59.72,7.07,3.99
Mangoes,Sandy,315.9,13.58,296.49,2.41,2.11
Strawberries,Silty,459.86,12.67,246.75,7.54,1.58
Potatoes,Silty,581.85,25.54,61.96,1.36,1.93
Sugarcane,Clay,874.1,26.34,57.34,6.93,1.18
Cowpeas,Loamy,1327.48,16.9,116.3,8.75,2.53
Tea,Chalky,872.13,23.63,82.61,6.28,4.2
Avocados,Loamy,1451.28,17.47,185.41,1.37,4.31
Cowpeas,Sandy,1462.63,20.18,117.26,1.87,4.83
Barley,Loamy,708.99,31.63,292.46,3.33,2.97
Alfalfa,Chalky,1303.87,22.41,224.21,8.26,2.84
Cocoa,Chalky,1179.67,32.95,298.98,6.77,3.48
Wheat,Sandy,1307.44,10.21,125.42,3.87,3.2
Bananas,Silty,544.73,33.37,194.32,9.83,0.94
Cauliflower,Loamy,601.02,14.52,284.15,9.28,3.19
Flax,Clay,1056.35,31.0,139.57,6.96,4.53
Alfalfa,Clay,1317.39,11.29,218.03,5.21,1.47
Maize,Clay,1029.12,28.69,62.79,3.39,0.87
Tobacco,Loamy,566.31,10.11,69.81,4.61,3.09
Flax,Sandy,1126.23,18.05,279.37,1.19,2.3
Lettuce,Chalky,649.66,20.14,196.09,1.87,2.19
Hemp,Chalky,420.11,20.4,267.2,0.55,1.3
Lettuce,Peaty,1100.15,10.17,157.76,3.64,2.61
Peanuts,Loamy,282.77,22.96,105.52,9.04,2.47
Peas,Silty,1453.72,30.1,216.56,3.15,3.83
Cauliflower,Silty,298.32,25.84,185.05,7.78,1.58
Sorghum,Clay,1271.56,21.42,227.46,3.08,4.47
Cowpeas,Loamy,730.19,19.5,226.04,7.24,1.99
Amaranth,Chalky,536.25,20.19,97.21,9.89,1.58
Strawberries,Loamy,777.1,30.44,120.38,6.79,3.87
Grapes,Peaty,1399.99,12.05,233.55,9.66,4.75
Oranges,Silty,630.53,22.78,143.95,4.36,2.52
Spinach,Peaty,285.16,18.23,83.09,5.97,3.56
Garlic,Sandy,228.79,11.56,114.19,9.77,3.36
Cauliflower,Loamy,715.19,12.28,58.92,1.27,1.64
Broccoli,Chalky,793.43,17.59,241.7,8.59,0.83
Quinoa,Chalky,311.15,29.97,220.76,2.67,2.87
Rice,Peaty,278.67,23.3,268.07,2.41,3.84
Rice,Chalky,497.54,14.01,267.22,1.62,3.41
Cabbage,Silty,326.76,11.03,51.91,1.48,4.73
Sunflower,Clay,710.29,33.32,102.24,6.12,3.65
Cotton,Silty,967.22,30.49,291.48,6.11,2.16
Pumpkin,Loamy,249.39,13.04,107.16,9.84,0.72
Soybeans,Chalky,1074.06,22.86,187.91,4.44,3.07
Carrots,Peaty,1192.21,29.36,87.82,7.4,1.95
Barley,Sandy,1462.1,30.47,154.5,6.92,4.59
Pineapple,Sandy,397.69,17.2,167.5,4.43,4.48
Maize,Chalky,1423.94,15.83,87.39,3.27,3.29
Maize,Peaty,1327.07,21.42,186.35,5.91,1.68
Sunflower,Loamy,1281.99,17.34,176.98,1.12,4.55
Potatoes,Chalky,589.39,32.51,224.41,7.39,3.21
Chickpeas,Loamy,619.32,21.84,84.66,9.27,3.9
Blueberries,Silty,760.5,14.16,129.08,1.59,1.75
Potatoes,Silty,703.83,10.8,213.56,0.64,1.97
Tea,Clay,1201.63,21.03,253.54,6.9,2.96
Cowpeas,Silty,267.16,30.98,68.04,1.54,1.21
Peas,Loamy,453.76,18.53,51.39,7.31,1.44
Lentils,Sandy,1236.93,12.05,288.91,4.42,4.41
Greengrams,Sandy,329.81,11.19,253.94,5.77,1.35
Amaranth,Clay,346.27,17.12,286.71,8.88,1.84
Beans,Silty,204.75,15.02,218.34,5.09,3.22
Cotton,Loamy,722.47,18.2,55.62,9.19,4.37
Peanuts,Silty,1248.11,11.39,55.23,4.25,4.25
Pineapple,Silty,456.97,15.72,293.35,6.89,4.47
Onions,Sandy,610.1,24.44,167.06,7.71,3.33
Chickpeas,Silty,587.46,26.32,109.69,1.87,3.01
Soybeans,Peaty,1142.46,20.78,95.36,1.3,1.66
Strawberries,Peaty,700.04,15.62,260.3,0.58,4.5
Quinoa,Peaty,352.57,25.04,151.93,5.35,3.76
Potatoes,Silty,608.52,13.74,194.0,5.03,1.35
Rice,Chalky,770.52,12.89,245.35,4.61,1.97
Pumpkin,Silty,675.45,20.28,276.59,5.76,1.47
Pears,Chalky,1301.96,33.1,206.27,1.76,4.58
Hemp,Peaty,701.6,20.77,147.04,7.34,1.89
Coffee,Silty,352.47,20.45,79.0,5.53,1.64
Garlic,Silty,262.72,18.16,261.02,8.26,0.77
Alfalfa,Loamy,642.28,21.85,134.94,9.12,4.89
Tea,Silty,465.94,15.12,258.04,6.75,1.45
Corn,Sandy,641.12,33.99,68.14,5.68,1.62
Beans,Chalky,655.58,15.92,248.81,7.74,4.09
Quinoa,Peaty,937.36,30.59,159.3,5.07,1.83
Cotton,Silty,407.62,34.44,245.85,1.2,3.86
Strawberries,Loamy,468.68,33.35,184.59,8.48,2.7
Corn,Chalky,1103.71,26.56,92.02,4.6,0.86
Chickpeas,Peaty,1202.89,32.77,265.74,9.0,1.61
Avocados,Loamy,1447.37,10.42,262.53,1.95,4.28
Garlic,Peaty,1020.01,13.5,236.85,5.81,3.24
Pears,Loamy,294.83,31.4,280.09,6.03,4.26
Blueberries,Clay,1358.36,24.36,163.07,9.69,1.34
Soybeans,Sandy,1477.9,20.27,234.27,5.92,0.56
Zucchini,Clay,555.39,12.86,128.52,0.74,4.75
Sugarcane,Peaty,472.05,17.41,80.84,1.86,4.36
Avocados,Sandy,420.32,11.88,130.78,8.13,2.93
Sugarcane,Chalky,1322.97,27.47,154.15,4.88,1.01
Flax,Sandy,665.38,34.75,188.7,2.21,2.91
Potatoes,Silty,536.83,32.19,102.61,2.79,3.83
Quinoa,Peaty,1123.03,33.24,228.39,1.12,2.37
Maize,Peaty,1325.9,22.66,242.62,5.61,4.85
Oats,Chalky,1437.77,30.71,118.53,5.73,4.4
Alfalfa,Clay,1166.24,31.46,106.2,6.9,3.29
Pumpkin,Peaty,828.74,33.72,125.26,3.88,4.73
Amaranth,Peaty,1376.84,16.97,230.5,1.42,2.26
Quinoa,Peaty,826.99,16.85,67.06,9.31,3.51
Pears,Sandy,1469.75,27.08,290.85,4.5,1.38
Cabbage,Sandy,1439.68,25.59,287.6,5.77,4.68
Grapes,Sandy,458.12,24.74,198.16,3.46,2.21
Wheat,Chalky,1300.77,12.8,272.92,4.17,1.71
Amaranth,Sandy,289.92,32.63,234.53,2.54,1.64
Sorghum,Loamy,492.88,21.62,243.15,2.5,1.75
Barley,Loamy,537.93,32.25,195.56,9.04,1.65
Bananas,Silty,1475.73,27.37,191.36,2.46,3.8
Zucchini,Chalky,528.13,26.4,216.89,1.1,2.43
Hemp,Sandy,731.48,33.5,133.54,5.69,2.76
Apples,Sandy,1181.28,25.7,217.18,7.16,3.35
Lettuce,Chalky,221.06,28.75,286.91,3.98,4.28
Zucchini,Silty,504.55,30.62,284.19,7.18,2.28
Potatoes,Peaty,839.22,23.05,271.32,0.82,4.72
Cocoa,Sandy,668.6,25.51,288.48,6.15,3.88
Cabbage,Silty,864.04,25.68,210.37,7.87,3.35
Pineapple,Clay,1408.96,30.01,212.86,9.11,4.11
Greengrams,Chalky,674.9,26.11,245.36,6.36,4.53
Alfalfa,Clay,869.14,34.86,113.69,3.18,4.09
Hemp,Chalky,918.65,28.01,128.38,5.14,1.18
Hemp,Chalky,1352.81,33.21,222.32,1.95,2.16
Cassava,Sandy,553.42,19.93,232.18,5.47,2.5
Greengrams,Silty,1027.1,30.37,59.73,7.37,4.06
Chickpeas,Silty,1181.49,29.81,61.78,9.29,3.12
Apples,Silty,691.3,20.98,70.82,5.15,3.35
Oats,Peaty,603.32,21.57,135.69,9.53,3.7
Sugarcane,Chalky,1265.7,13.96,129.28,6.7,0.62
Soybeans,Silty,1283.14,11.59,217.2,8.64,3.18
Pineapple,Peaty,1285.98,10.87,68.16,5.84,1.26
Wheat,Silty,523.33,34.68,101.78,3.87,1.18
Maize,Silty,852.86,33.26,85.63,4.38,4.44
Lentils,Clay,373.0,20.15,247.83,5.33,2.19
Pumpkin,Chalky,1126.1,18.29,186.93,3.09,4.86
Broccoli,Chalky,314.67,14.3,206.26,0.83,2.43
Blueberries,Sandy,1206.34,15.15,72.02,8.81,2.21
Bananas,Sandy,342.16,34.36,292.54,6.64,4.93
Sugarcane,Loamy,1072.0,15.06,98.24,4.14,4.18
Garlic,Clay,604.01,34.05,140.08,1.17,1.01
Soybeans,Sandy,230.85,16.37,264.7,8.13,1.46
Soybeans,Clay,1462.85,21.58,90.81,8.65,1.55
Grapes,Sandy,1185.85,19.88,69.16,7.77,3.57
Lettuce,Peaty,813.77,20.39,235.88,8.63,4.83
Flax,Peaty,736.13,31.85,283.27,7.26,4.32
Cowpeas,Clay,1057.46,12.93,54.2,5.78,3.17
Oats,Silty,1271.67,13.37,63.85,4.27,3.91
Chickpeas,Chalky,1321.0,29.74,82.99,8.49,2.73
Avocados,Chalky,928.1,18.01,212.68,4.09,1.28
Lettuce,Chalky,1022.89,30.35,260.2,3.18,1.15
Pears,Clay,666.32,10.94,87.52,3.21,1.44
Zucchini,Loamy,777.99,30.96,248.58,2.16,1.63
Maize,Clay,873.77,26.3,137.23,7.64,1.05
Oranges,Silty,905.48,17.97,59.55,5.78,4.88
Alfalfa,Loamy,734.2,30.68,228.43,2.51,3.91
Grapes,Chalky,1166.48,24.39,193.32,8.32,2.79
Apples,Chalky,464.4,28.75,113.16,3.48,0.58
Tea,Clay,962.59,18.07,63.88,1.31,1.99
Apples,Clay,1327.18,15.17,204.31,1.18,1.64
Sugarcane,Peaty,390.72,14.33,231.36,3.27,4.41
Soybeans,Sandy,867.6,28.21,77.97,7.69,1.98
Beans,Sandy,418.34,14.71,202.22,7.92,3.15
Avocados,Loamy,1201.2,13.95,184.02,1.52,1.12
Apples,Loamy,1403.56,15.88,279.66,0.64,2.1
Sunflower,Sandy,371.27,23.4,146.6,4.46,2.55
Sunflower,Loamy,339.69,31.5,50.73,1.81,1.33
Spinach,Loamy,839.57,13.76,256.68,1.91,4.73
Cocoa,Sandy,548.87,27.11,67.55,3.41,2.85
Potatoes,Clay,1032.63,22.19,162.36,8.01,4.71
Apples,Clay,1222.73,21.29,214.51,2.73,2.56
Oranges,Loamy,741.44,14.74,207.17,4.6,2.51
Onions,Sandy,1003.25,10.97,205.57,9.46,1.65
Blueberries,Sandy,382.4,26.09,59.92,6.71,4.63
Lettuce,Loamy,1258.34,32.56,56.85,4.55,4.16
Coffee,Sandy,348.55,16.11,197.61,2.4,4.77
Alfalfa,Silty,521.81,28.63,50.44,8.53,2.44
Cassava,Loamy,238.02,28.56,271.14,7.09,4.53
Rice,Clay,851.72,34.04,134.1,8.04,3.61
Tea,Sandy,1116.98,27.6,274.95,7.13,4.64
Chickpeas,Chalky,1077.28,17.41,298.47,1.71,3.02
Hemp,Silty,474.79,32.52,168.93,4.58,3.37
Greengrams,Peaty,488.21,26.64,287.39,2.26,2.5
Garlic,Peaty,765.25,34.57,295.22,8.98,4.04
Onions,Clay,1053.25,34.11,70.16,7.09,3.52
Sugarcane,Silty,1018.02,33.43,90.6,2.77,1.8
Carrots,Peaty,485.9,30.81,82.63,9.4,3.68
Tea,Sandy,1303.62,20.0,251.42,7.63,0.51
Cauliflower,Silty,1313.71,30.21,233.78,4.05,1.5
Peas,Silty,372.32,16.33,143.26,7.8,3.22
Pumpkin,Clay,501.82,10.5,183.16,6.52,1.41
Strawberries,Sandy,404.99,27.61,256.52,5.61,4.07
Greengrams,Loamy,1111.12,21.61,172.48,1.51,3.44
Tomatoes,Clay,858.67,13.79,201.37,8.23,1.44
Cowpeas,Silty,850.58,18.91,181.35,0.79,4.89
Tobacco,Loamy,1271.46,15.0,243.38,9.16,3.31
Flax,Sandy,208.32,12.98,50.33,1.56,3.36
Apples,Sandy,1222.7,25.88,77.72,9.74,3.58
Flax,Clay,1374.25,34.83,119.17,8.57,1.95
Wheat,Chalky,1439.43,29.01,115.01,5.52,4.98
Cabbage,Sandy,555.0,14.97,190.17,4.89,3.61
Zucchini,Clay,755.35,22.01,86.61,3.82,1.12
Chickpeas,Chalky,964.53,18.11,298.1,5.3,1.94
Cotton,Sandy,413.24,20.23,234.24,6.19,3.25
Chickpeas,Loamy,1371.77,34.88,81.14,6.55,3.3
Strawberries,Sandy,1226.7,15.02,201.46,2.2,4.19
Sorghum,Clay,819.51,30.51,168.33,1.26,2.4
Alfalfa,Silty,1498.74,15.24,122.18,8.15,3.08
Pineapple,Chalky,725.3,12.48,239.75,5.98,1.46
Sorghum,Peaty,207.85,10.4,271.46,7.83,3.4
Soybeans,Sandy,1446.36,28.09,53.27,8.79,4.37
Strawberries,Silty,493.92,21.8,58.71,0.76,1.92
Amaranth,Peaty,1207.57,21.8,205.44,2.72,4.15
Avocados,Peaty,353.34,31.31,156.17,5.76,3.87
Tomatoes,Peaty,705.88,25.19,169.0,9.12,4.33
Blueberries,Loamy,629.92,18.2,127.86,4.41,2.51
Peas,Silty,971.4,23.97,165.74,6.51,0.91
Potatoes,Sandy,613.31,29.36,205.56,4.33,3.94
Cabbage,Chalky,1295.3,23.59,77.96,8.97,4.83
Millet,Clay,909.03,22.12,293.52,2.16,3.7
Corn,Loamy,1242.55,33.26,200.49,8.63,0.5
Sugarcane,Peaty,1178.68,16.09,71.63,5.16,3.89
Greengrams,Sandy,1062.63,23.51,243.0,7.8,3.12
Sorghum,Loamy,1304.22,23.4,153.62,7.13,2.89
Sugarcane,Chalky,1004.45,23.56,165.14,4.61,3.94
Bananas,Loamy,1405.37,24.07,95.52,9.61,1.5
Quinoa,Chalky,771.49,26.71,153.69,1.98,3.47
Lentils,Loamy,1364.69,11.84,260.95,9.03,4.07
Chickpeas,Peaty,445.32,20.7,154.27,7.76,2.78
Avocados,Loamy,909.86,21.46,130.89,6.1,2.7
Quinoa,Loamy,1067.38,19.45,272.8,3.26,3.29
Sorghum,Clay,614.46,14.68,293.76,5.5,3.92
Zucchini,Silty,1034.68,14.44,136.36,7.87,3.55
Chickpeas,Chalky,1180.91,18.1,125.13,1.34,1.48
Potatoes,Sandy,850.0,17.29,52.81,3.12,2.86
Barley,Chalky,284.3,29.2,120.1,5.94,4.11
Pears,Clay,936.66,32.63,128.54,5.77,2.77
Hemp,Peaty,554.68,15.56,188.76,4.77,3.63
Greengrams,Chalky,1086.66,25.74,181.52,0.55,4.57
Beans,Sandy,1152.86,26.58,246.12,4.64,3.99
Oats,Chalky,644.46,13.71,81.04,0.81,0.91
Hemp,Silty,580.32,31.09,160.42,7.29,1.72
Corn,Sandy,208.9,10.94,244.49,9.21,2.87
Lentils,Peaty,1392.2,17.52,62.78,5.5,3.64
Hemp,Sandy,320.36,10.85,215.66,0.87,4.59
Greengrams,Sandy,342.83,20.88,191.41,5.28,1.17
Sorghum,Clay,1280.32,28.37,97.36,4.38,3.15
Amaranth,Clay,1291.72,15.42,250.15,2.38,1.6
Cotton,Silty,1436.14,17.91,57.34,6.54,2.91
Alfalfa,Clay,1098.23,19.86,54.06,2.58,4.41
Pineapple,Chalky,901.47,21.21,256.32,5.26,2.74
Sorghum,Peaty,1406.64,13.73,289.49,8.23,4.78
Apples,Peaty,297.09,14.21,158.93,9.53,3.37
Cowpeas,Loamy,1202.6,20.85,58.77,1.93,3.3
Tomatoes,Loamy,1151.44,32.0,183.41,1.42,4.67
Avocados,Peaty,489.2,11.19,206.66,6.44,2.86
Zucchini,Loamy,641.85,33.72,256.79,4.24,2.83
Flax,Loamy,851.48,15.46,170.51,8.23,1.4
Strawberries,Loamy,755.86,19.88,75.51,9.39,3.07
Pineapple,Loamy,292.16,27.08,253.57,3.18,0.77
Tobacco,Peaty,1404.31,20.09,253.94,1.58,3.8
Spinach,Peaty,813.8,30.39,230.7,1.05,3.45
Sunflower,Clay,529.95,34.32,157.27,1.78,1.5
Flax,Clay,1268.23,22.27,194.0,1.0,1.29
Amaranth,Peaty,595.31,30.05,196.64,9.9,4.52
Flax,Silty,1236.98,20.14,183.6,2.35,3.77
Bananas,Chalky,987.18,16.02,86.03,2.51,2.51
Grapes,Peaty,684.02,24.32,54.21,7.35,0.87
Lettuce,Loamy,207.02,10.54,224.69,2.59,3.35
Onions,Loamy,1269.92,16.25,141.42,4.55,2.34
Rice,Loamy,798.17,12.86,222.52,2.88,4.61
Strawberries,Sandy,258.49,22.9,286.6,8.29,4.22
Strawberries,Clay,1156.09,28.59,54.84,9.66,1.71
Amaranth,Clay,1430.36,14.8,122.34,3.85,4.24
Pumpkin,Peaty,827.03,19.28,64.56,8.8,3.27
Hemp,Chalky,389.51,12.41,214.07,7.93,4.67
Amaranth,Silty,609.15,32.48,225.39,9.59,2.7
Zucchini,Loamy,1119.63,31.74,225.65,7.14,4.28
Tomatoes,Peaty,1006.46,20.17,80.01,2.99,1.64
Oranges,Loamy,804.41,18.86,245.72,8.89,4.88
Cowpeas,Loamy,1246.96,30.24,162.11,6.71,1.23
Rice,Chalky,1005.6,33.25,106.13,5.49,2.63
Potatoes,Loamy,214.81,19.03,57.0,5.13,3.05
Cauliflower,Clay,584.72,11.76,137.68,4.49,0.82
Sugarcane,Clay,993.32,27.45,164.17,2.4,3.01
Sugarcane,Sandy,515.91,23.72,91.76,7.88,4.06
Sunflower,Silty,839.97,16.91,202.51,0.57,4.07
Carrots,Peaty,641.81,27.81,233.35,2.92,3.59
Cassava,Peaty,1436.63,29.99,54.7,8.99,3.76
Amaranth,Loamy,1211.24,19.39,125.56,1.81,4.79
Oranges,Silty,1430.11,28.34,131.06,2.29,1.91
Corn,Clay,917.12,11.58,138.05,4.98,2.56
Peanuts,Clay,216.29,24.22,93.19,5.95,3.99
Beans,Chalky,468.73,26.95,86.07,8.34,0.69
Sugarcane,Loamy,429.47,19.39,101.64,6.15,3.57
Pineapple,Clay,325.95,20.89,168.53,4.48,2.3
Hemp,Loamy,1154.46,15.65,216.22,9.89,0.52
Oats,Sandy,477.45,17.42,262.76,3.09,2.58
Oranges,Sandy,1363.81,13.56,100.43,7.73,1.82
Cabbage,Chalky,671.83,29.22,280.19,2.07,0.51
Tomatoes,Silty,359.76,29.49,130.65,4.75,1.92
Cotton,Silty,479.38,17.69,104.72,3.52,4.76
Mangoes,Sandy,528.41,23.98,206.46,4.0,0.77
Alfalfa,Clay,722.82,15.08,129.71,3.5,1.14
Coffee,Loamy,1318.46,21.98,92.19,2.93,3.24
Cauliflower,Sandy,972.26,29.93,211.21,2.91,3.58
Chickpeas,Peaty,1000.3,30.17,228.68,6.69,1.91
Tobacco,Loamy,1317.24,34.17,290.22,1.92,3.29
Lentils,Chalky,746.89,18.64,91.84,8.97,3.11
Tea,Chalky,556.51,24.33,58.38,5.64,0.55
Bananas,Chalky,316.88,21.82,152.54,5.74,4.13
Cabbage,Loamy,202.71,13.13,254.3,4.64,4.22
Coffee,Chalky,404.25,13.11,186.78,5.43,4.6
Pineapple,Chalky,1198.43,26.68,124.29,9.44,1.87
Zucchini,Chalky,447.47,18.09,117.82,6.8,2.98
Alfalfa,Loamy,1286.23,32.86,296.37,7.18,3.2
Mangoes,Silty,1275.35,28.28,80.26,0.95,2.31
Carrots,Sandy,965.43,25.05,140.69,3.8,3.75
Broccoli,Loamy,917.0,13.48,67.18,3.53,2.94
Apples,Loamy,1219.92,26.99,198.5,2.53,3.74
Pineapple,Clay,671.6,19.61,240.85,2.87,0.5
Strawberries,Loamy,985.16,25.27,124.8,3.76,4.26
Mangoes,Silty,1074.11,34.61,285.07,2.78,2.91
Oats,Sandy,471.38,20.48,174.81,9.64,0.84
Lentils,Clay,1176.38,19.82,69.56,0.63,3.18
Coffee,Chalky,789.46,34.85,292.39,4.62,3.93
Blueberries,Chalky,1060.47,31.42,85.68,6.73,1.67
Greengrams,Clay,719.33,27.86,92.01,2.73,4.63
Peas,Sandy,844.58,29.69,162.26,7.27,2.66
Pumpkin,Sandy,1131.52,15.39,191.29,9.41,2.51
Chickpeas,Clay,1135.71,10.29,233.25,2.4,2.27
Strawberries,Sandy,821.27,26.92,251.97,8.81,0.6
Amaranth,Peaty,1211.33,13.2,147.62,1.71,4.61
Cassava,Chalky,771.84,23.34,52.94,5.93,3.92
Cowpeas,Clay,747.1,16.99,94.54,1.45,3.15
Greengrams,Clay,1153.03,32.86,89.6,3.7,4.2
Sorghum,Loamy,233.35,23.03,197.71,2.59,4.07
Cabbage,Peaty,552.35,14.03,223.66,8.93,4.05
Amaranth,Chalky,1349.56,13.37,179.77,1.25,2.2
Tea,Loamy,643.86,13.97,80.15,5.02,1.47
Barley,Peaty,1202.63,27.37,172.15,2.43,4.79
Potatoes,Peaty,809.33,28.54,116.36,1.71,4.36
Barley,Chalky,869.98,14.36,258.03,3.57,4.49
Lettuce,Loamy,547.4,31.87,262.21,0.63,3.32
Bananas,Peaty,1473.75,34.94,291.43,4.45,3.67
Maize,Clay,1131.31,24.44,290.51,2.2,4.85
Millet,Clay,268.25,33.62,63.62,9.06,1.52
Tobacco,Loamy,466.09,13.36,235.18,2.82,2.67
Hemp,Loamy,574.49,12.24,142.16,3.85,3.85
Hemp,Loamy,1301.8,21.34,156.0,3.14,3.69
Zucchini,Loamy,904.37,13.51,130.01,8.14,1.01
Lettuce,Silty,344.7,30.68,245.61,4.47,0.75
Greengrams,Chalky,696.06,20.23,77.61,7.83,0.79
Peas,Clay,970.53,26.84,136.19,8.5,4.52
Grapes,Chalky,926.22,31.38,245.66,8.38,4.81
Cabbage,Peaty,662.9,29.38,201.36,8.0,3.42
Pumpkin,Loamy,528.92,12.47,183.51,3.84,3.74
Hemp,Loamy,533.5,31.28,64.16,9.86,3.04
Corn,Sandy,1157.68,12.85,64.29,3.53,2.0
Sunflower,Peaty,1398.7,12.49,201.84,4.26,3.99
Amaranth,Chalky,1017.42,24.98,175.05,5.0,4.83
Blueberries,Clay,1406.48,12.24,258.04,9.55,0.55
Sugarcane,Clay,1179.42,31.8,65.29,0.91,0.59
Cotton,Sandy,565.49,23.03,294.49,2.49,3.31
Hemp,Loamy,993.84,32.61,177.36,7.26,1.25
Greengrams,Loamy,1023.63,34.21,83.3,3.06,3.81
Maize,Loamy,940.21,20.0,127.49,5.71,0.65
Peas,Chalky,802.03,26.1,202.41,9.44,0.87
Corn,Chalky,806.87,20.63,170.41,5.24,2.25
Corn,Loamy,426.77,20.74,290.93,9.76,3.69
Pumpkin,Loamy,1248.38,28.7,63.26,0.66,3.13
Cauliflower,Silty,1060.5,18.81,222.17,3.61,3.98
Onions,Clay,986.34,11.3,137.89,8.3,1.34
Avocados,Silty,895.7,16.36,178.59,6.56,2.89
Pineapple,Peaty,586.04,15.61,249.05,4.83,2.07
Potatoes,Loamy,921.8,33.56,205.44,9.62,2.26
Pineapple,Silty,495.87,31.58,166.94,5.37,0.88
